"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitaloss","hrsperweek","nativecountry","class"
31," Private",422836," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," El-Salvador"," <=50K"
23," Private",60668," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,55," United-States"," <=50K"
25,NA,156848," Some-college",10," Never-married",NA," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",155021," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,6," United-States"," <=50K"
39," Private",230467," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,1092,40," Germany"," <=50K"
76," Self-emp-not-inc",225964," Some-college",10," Widowed"," Sales"," Not-in-family"," White"," Male",0,0,8," United-States"," <=50K"
57," Local-gov",268252," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,62," United-States"," <=50K"
36," Private",284582," Some-college",10," Separated"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
28," Private",272913," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,30," Mexico"," <=50K"
47," Private",219632," 5th-6th",3," Married-spouse-absent"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
46," Private",169699," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
56," Private",225267," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",189013," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
37," Private",166193," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",245529," Assoc-acdm",12," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
19," Private",117595," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,24," United-States"," <=50K"
65,NA,123484," HS-grad",9," Widowed",NA," Other-relative"," White"," Female",0,0,25," United-States"," <=50K"
54," Local-gov",135840," 10th",6," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
44," Private",79864," Masters",14," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
30," Private",156025," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",139907," Assoc-voc",11," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
46," Private",148254," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
44," Private",167333," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",207676," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
27," Self-emp-not-inc",328119," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," Mexico"," <=50K"
60," Self-emp-not-inc",121076," Doctorate",16," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
37," Self-emp-not-inc",29814," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,85," United-States"," <=50K"
29," Self-emp-not-inc",164607," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
64," Self-emp-not-inc",178748," 1st-4th",2," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
41," Private",187821," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",2885,0,40," United-States"," <=50K"
47," Private",100113," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,2051,40," United-States"," <=50K"
38," Local-gov",115634," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",107142," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5013,0,50," United-States"," <=50K"
36," Private",176544," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,48," United-States"," <=50K"
56," Private",159770," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",205152," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",176008," HS-grad",9," Divorced"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
27," Private",110648," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
56," Private",251836," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40,NA," <=50K"
33," Private",91163," HS-grad",9," Separated"," Other-service"," Other-relative"," Black"," Female",0,0,40," United-States"," <=50K"
37," Private",103323," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
68," Private",236943," 9th",5," Divorced"," Farming-fishing"," Not-in-family"," Black"," Male",0,0,20," United-States"," <=50K"
37," Private",176014," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
27," Private",217200," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",433330," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",207685," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45,NA," <=50K"
44," Private",239876," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"
44," Self-emp-not-inc",53956," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,57," United-States"," <=50K"
57," Private",135796," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,48," United-States"," <=50K"
21," Private",132053," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,1721,35," United-States"," <=50K"
21," State-gov",38251," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
18," Private",232082," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",152744," Bachelors",13," Divorced"," Sales"," Other-relative"," Asian-Pac-Islander"," Female",0,0,40," South"," <=50K"
48," State-gov",130561," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,24," United-States"," <=50K"
61," Private",85434," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
65," Self-emp-not-inc",227531," Bachelors",13," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
33," Private",96128," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
28,NA,205562," Masters",14," Never-married",NA," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
28," Private",245790," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",294919," HS-grad",9," Divorced"," Transport-moving"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
35," Private",244803," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," Peru"," <=50K"
29," State-gov",188986," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,1590,64," United-States"," <=50K"
76," Private",243768," 5th-6th",3," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
23," State-gov",1117718," Some-college",10," Never-married"," Protective-serv"," Not-in-family"," Black"," Male",0,0,30," United-States"," <=50K"
34," State-gov",103642," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,1651,40," United-States"," <=50K"
40,NA,65545," Masters",14," Divorced",NA," Own-child"," White"," Female",0,0,55," United-States"," <=50K"
51," Private",441637," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",82319," 12th",8," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,10," United-States"," <=50K"
21," Private",177526," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
41," Self-emp-not-inc",263871," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
46," Private",195023," HS-grad",9," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," Columbia"," <=50K"
30," Private",111567," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,48," United-States"," <=50K"
41," Private",177989," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2051,60," United-States"," <=50K"
21," Private",177420," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Other"," Female",0,0,40," United-States"," <=50K"
42," Self-emp-not-inc",151809," HS-grad",9," Divorced"," Farming-fishing"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"
77," Self-emp-not-inc",209507," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",114366," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
35," Private",153790," Some-college",10," Never-married"," Sales"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
53," Private",107096," Bachelors",13," Never-married"," Sales"," Unmarried"," White"," Male",0,1669,50," United-States"," <=50K"
36," Private",204527," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",1506,0,40," United-States"," <=50K"
36," Self-emp-not-inc",143385," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
26," Private",57593," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",150011," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
18," Private",444607," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
23," Private",211527," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
21,NA,140012," Some-college",10," Never-married",NA," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
45," Self-emp-not-inc",34446," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
53," Private",172991," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
27," Private",219371," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
43," Private",228320," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",194995," Assoc-voc",11," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",39477," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
29," Private",335015," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
18," Private",276540," 12th",8," Never-married"," Sales"," Own-child"," Black"," Female",0,0,15," United-States"," <=50K"
30," Self-emp-not-inc",24961," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",50058," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
23," Private",127876," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
63,NA,234083," HS-grad",9," Divorced",NA," Not-in-family"," White"," Female",0,2205,40," United-States"," <=50K"
38," Private",186191," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
33," Private",213307," 1st-4th",2," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
41," Private",247752," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",325372," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17,NA,212125," 10th",6," Never-married",NA," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
28," Private",437994," Some-college",10," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,60," United-States"," <=50K"
23," Private",249087," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
29," Private",485944," Bachelors",13," Never-married"," Sales"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
37," Private",82521," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",4064,0,46," United-States"," <=50K"
67," Self-emp-not-inc",286372," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",64506," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
22," Private",189203," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
25," Private",171818," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
